Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Team
Calvin Bassey, NGA,DF,24-263,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Fulham
Bernd Leno, GER,GK,32-199,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fulham
Antonee Robinson, USA,DF,27-042,4,4,360.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,5.0,9.0,18.0,0.0,0.5,0.5,0.0,0.5,0.0,0.11,0.11,0.0,0.11,Matches,Fulham
Kenny Tete, NED,DF,28-346,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,8.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.11,0.1,0.11,Matches,Fulham
Andreas Pereira, BRA,MF,28-262,4,4,345.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.9,1.2,2.0,22.0,14.0,0.0,0.0,0.0,0.0,0.0,0.07,0.24,0.31,0.07,0.31,Matches,Fulham
Alex Iwobi, NGA,FW,28-139,4,4,331.0,3.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.8,14.0,22.0,27.0,0.27,0.0,0.27,0.27,0.27,0.09,0.12,0.21,0.09,0.21,Matches,Fulham
Saša Lukić, SRB,MF,28-037,4,4,330.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Fulham
Adama Traoré, ESP,FW,28-238,4,4,325.0,3.6,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.2,2.3,16.0,10.0,29.0,0.28,0.28,0.55,0.28,0.55,0.28,0.34,0.62,0.28,0.62,Matches,Fulham
Emile Smith Rowe, ENG,MF,24-053,4,4,274.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.3,1.2,6.0,13.0,19.0,0.33,0.33,0.66,0.33,0.66,0.3,0.1,0.4,0.3,0.4,Matches,Fulham
Issa Diop, FRA,DF,27-254,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,Matches,Fulham
Rodrigo Muniz, BRA,FW,23-138,4,3,252.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,1.3,0.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.37,0.08,0.45,0.37,0.45,Matches,Fulham
Raúl Jiménez, MEX,FW,33-137,4,1,108.0,1.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,3.0,2.0,4.0,0.83,0.0,0.83,0.83,0.83,0.26,0.14,0.39,0.26,0.39,Matches,Fulham
Joachim Andersen, DEN,DF,28-111,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Fulham
Tom Cairney, SCO,MF,33-243,4,0,71.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.3,0.3,3.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.32,Matches,Fulham
Sander Berge, NOR,MF,26-218,2,0,44.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,Matches,Fulham
Harry Wilson, WAL,FW,27-181,3,0,39.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fulham
Reiss Nelson, ENG,FW,24-284,1,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,Matches,Fulham
Harrison Reed, ENG,MF,29-236,4,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0,0.45,Matches,Fulham
Jay Stansfield, ENG,MF,21-300,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fulham
Steven Benda, GER,GK,25-354,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fulham
Timothy Castagne, BEL,"DF,MF",28-289,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fulham
Jorge Cuenca, ESP,DF,24-307,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fulham
Joshua King, ENG,MF,17-260,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fulham
Ryan Sessegnon, ENG,"DF,FW",24-124,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fulham
Alisson, BRA,GK,31-353,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Liverpool
Dominik Szoboszlai, HUN,MF,23-330,4,4,360.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,1.0,1.5,14.0,17.0,19.0,0.0,0.25,0.25,0.0,0.25,0.1,0.26,0.36,0.1,0.36,Matches,Liverpool
Virgil van Dijk, NED,DF,33-073,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,Liverpool
Ryan Gravenberch, NED,MF,22-126,4,4,359.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,10.0,28.0,10.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,Liverpool
Mohamed Salah, EGY,FW,32-096,4,4,352.0,3.9,3.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,1.5,3.4,20.0,18.0,50.0,0.77,0.77,1.53,0.77,1.53,0.5,0.38,0.88,0.5,0.88,Matches,Liverpool
Alexis Mac Allister, ARG,MF,25-270,4,4,329.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.7,1.0,21.0,6.0,0.0,0.0,0.0,0.0,0.0,0.04,0.14,0.18,0.04,0.18,Matches,Liverpool
Andrew Robertson, SCO,DF,30-192,4,4,324.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.5,0.8,6.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0,0.1,0.14,0.24,0.1,0.24,Matches,Liverpool
Trent Alexander-Arnold, ENG,"DF,MF",25-348,4,4,312.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,1.4,1.6,10.0,25.0,19.0,0.0,0.0,0.0,0.0,0.0,0.05,0.41,0.46,0.05,0.46,Matches,Liverpool
Luis Díaz, COL,FW,27-250,4,4,286.0,3.2,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,1.9,1.9,1.0,2.9,15.0,7.0,27.0,0.94,0.31,1.26,0.94,1.26,0.6,0.31,0.91,0.6,0.91,Matches,Liverpool
Diogo Jota, POR,FW,27-290,4,4,283.0,3.1,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.9,1.9,0.7,2.6,8.0,5.0,19.0,0.32,0.32,0.64,0.32,0.64,0.61,0.22,0.82,0.61,0.82,Matches,Liverpool
Ibrahima Konaté, FRA,DF,25-117,4,3,299.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08,Matches,Liverpool
Jarell Quansah, ENG,DF,21-234,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Liverpool
Cody Gakpo, NED,FW,25-135,4,0,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.38,0.38,0.38,Matches,Liverpool
Conor Bradley, NIR,DF,21-072,4,0,79.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.26,0.26,0.26,Matches,Liverpool
Darwin Núñez, URU,FW,25-087,3,0,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.2,0.02,0.23,0.2,0.23,Matches,Liverpool
Kostas Tsimikas, GRE,DF,28-130,3,0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Liverpool
Curtis Jones, ENG,MF,23-233,1,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Liverpool
Harvey Elliott, ENG,FW,21-168,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Liverpool
Wataru Endo, JPN,MF,31-223,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Liverpool
Joe Gomez, ENG,DF,27-119,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Liverpool
Caoimhín Kelleher, IRL,GK,25-301,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Liverpool
Manuel Akanji, SUI,DF,29-062,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,4.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,ManchesterCity
Ederson, BRA,GK,31-033,4,4,360.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.09,0.09,0.0,0.09,Matches,ManchesterCity
Erling Haaland, NOR,FW,24-060,4,4,359.0,4.0,9.0,0.0,9.0,8.0,1.0,1.0,1.0,0.0,4.8,4.0,0.1,4.1,5.0,3.0,17.0,2.26,0.0,2.26,2.01,2.01,1.21,0.02,1.23,1.01,1.04,Matches,ManchesterCity
Kevin De Bruyne, BEL,MF,33-083,4,4,356.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,1.7,2.9,10.0,47.0,32.0,0.25,0.25,0.51,0.25,0.51,0.31,0.43,0.74,0.31,0.74,Matches,ManchesterCity
Rico Lewis, ENG,"MF,DF",19-303,4,4,315.0,3.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.7,10.0,12.0,22.0,0.0,0.29,0.29,0.0,0.29,0.18,0.03,0.21,0.18,0.21,Matches,ManchesterCity
Mateo Kovačić, CRO,MF,30-136,4,4,274.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.2,5.0,19.0,2.0,0.33,0.0,0.33,0.33,0.33,0.04,0.02,0.06,0.04,0.06,Matches,ManchesterCity
Joško Gvardiol, CRO,DF,22-240,4,3,312.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.6,9.0,25.0,6.0,0.0,0.0,0.0,0.0,0.0,0.04,0.15,0.18,0.04,0.18,Matches,ManchesterCity
Rúben Dias, POR,DF,27-128,4,3,277.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,3.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.1,0.09,0.1,Matches,ManchesterCity
Bernardo Silva, POR,"MF,FW",30-040,4,3,277.0,3.1,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.2,1.7,5.0,18.0,21.0,0.0,0.65,0.65,0.0,0.65,0.17,0.39,0.56,0.17,0.56,Matches,ManchesterCity
Jeremy Doku, BEL,FW,22-115,3,3,227.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,1.2,31.0,9.0,40.0,0.0,0.0,0.0,0.0,0.0,0.07,0.41,0.48,0.07,0.48,Matches,ManchesterCity
Sávio, BRA,FW,20-162,3,3,204.0,2.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.9,1.6,21.0,9.0,31.0,0.0,0.44,0.44,0.0,0.44,0.33,0.38,0.71,0.33,0.71,Matches,ManchesterCity
Jack Grealish, ENG,FW,29-009,3,2,174.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.4,0.9,18.0,8.0,32.0,0.0,0.0,0.0,0.0,0.0,0.25,0.21,0.46,0.25,0.46,Matches,ManchesterCity
İlkay Gündoğan, GER,MF,33-331,3,1,133.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.6,5.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.06,0.37,0.43,0.06,0.43,Matches,ManchesterCity
John Stones, ENG,"DF,MF",30-114,2,1,124.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ManchesterCity
Kyle Walker, ENG,DF,34-114,2,1,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.11,0.03,0.11,Matches,ManchesterCity
Phil Foden, ENG,FW,24-114,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ManchesterCity
Rodri, ESP,MF,28-089,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches,ManchesterCity
Matheus Nunes, POR,"FW,MF",26-023,3,0,21.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,1.0,6.0,0.0,4.29,4.29,0.0,4.29,0.0,2.34,2.34,0.0,2.34,Matches,ManchesterCity
Nathan Aké, NED,DF,29-214,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ManchesterCity
James Mcatee, ENG,FW,21-337,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ManchesterCity
Issa Kaboré, BFA,"DF,MF",23-130,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,ManchesterCity
Stefan Ortega, GER,GK,31-318,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,ManchesterCity
Nico O’Reilly, ENG,FW,19-182,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,ManchesterCity
Diogo Dalot, POR,DF,25-185,4,4,360.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,3.0,17.0,17.0,0.0,0.25,0.25,0.0,0.25,0.01,0.16,0.16,0.01,0.16,Matches,ManchesterUnited
André Onana, CMR,GK,28-170,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ManchesterUnited
Kobbie Mainoo, ENG,MF,19-153,4,4,353.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.4,0.5,2.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12,Matches,ManchesterUnited
Bruno Fernandes, POR,"MF,FW",30-011,4,4,348.0,3.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.5,1.5,1.2,2.7,12.0,27.0,19.0,0.0,0.26,0.26,0.0,0.26,0.39,0.3,0.69,0.39,0.69,Matches,ManchesterUnited
Lisandro Martínez, ARG,DF,26-245,4,4,346.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.4,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.09,0.09,0.09,Matches,ManchesterUnited
Noussair Mazraoui, MAR,DF,26-310,4,4,333.0,3.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.4,4.0,18.0,6.0,0.0,0.27,0.27,0.0,0.27,0.05,0.04,0.09,0.05,0.09,Matches,ManchesterUnited
Marcus Rashford, ENG,FW,26-324,4,4,316.0,3.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,1.5,1.9,9.0,4.0,25.0,0.28,0.0,0.28,0.28,0.28,0.11,0.43,0.54,0.11,0.54,Matches,ManchesterUnited
Amad Diallo, CIV,FW,22-070,4,3,261.0,2.9,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,1.0,1.4,23.0,14.0,43.0,0.34,0.34,0.69,0.34,0.69,0.13,0.35,0.48,0.13,0.48,Matches,ManchesterUnited
Casemiro, BRA,MF,32-209,4,3,229.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.0,1.3,1.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.39,0.49,0.1,0.49,Matches,ManchesterUnited
Joshua Zirkzee, NED,FW,23-120,4,2,250.0,2.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.1,2.1,0.1,2.2,1.0,7.0,12.0,0.36,0.0,0.36,0.36,0.36,0.75,0.04,0.79,0.75,0.79,Matches,ManchesterUnited
Harry Maguire, ENG,DF,31-198,4,2,197.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.1,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,ManchesterUnited
Matthijs de Ligt, NED,DF,25-038,4,2,176.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,0.0,5.0,0.0,0.51,0.0,0.51,0.51,0.51,0.21,0.01,0.22,0.21,0.22,Matches,ManchesterUnited
Mason Mount, ENG,MF,25-253,2,2,105.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.5,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.33,0.06,0.39,0.33,0.39,Matches,ManchesterUnited
Alejandro Garnacho, ARG,FW,20-080,4,1,142.0,1.6,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.7,1.7,0.3,2.0,9.0,2.0,22.0,0.63,0.63,1.27,0.63,1.27,1.08,0.22,1.3,1.08,1.3,Matches,ManchesterUnited
Christian Eriksen, DEN,MF,32-218,2,1,77.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8,0.8,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.93,0.0,0.93,Matches,ManchesterUnited
Toby Collyer, ENG,MF,20-260,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,Matches,ManchesterUnited
Jonny Evans, NIR,DF,36-260,2,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ManchesterUnited
Scott McTominay, SCO,MF,27-286,2,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,Matches,ManchesterUnited
Manuel Ugarte Ribeiro, URU,MF,23-161,1,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ManchesterUnited
Antony, BRA,FW,24-208,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.28,6.28,0.0,6.28,Matches,ManchesterUnited
Altay Bayındır, TUR,GK,26-158,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,ManchesterUnited
Tom Heaton, ENG,GK,38-157,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,ManchesterUnited
Ethan Wheatley, ENG,FW,18-243,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,ManchesterUnited
Dan Burn, ENG,DF,32-133,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.0,0.3,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,NewcastleUnited
Nick Pope, ENG,GK,32-153,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,NewcastleUnited
Bruno Guimarães, BRA,MF,26-308,4,4,356.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,6.0,24.0,3.0,0.0,0.25,0.25,0.0,0.25,0.03,0.04,0.06,0.03,0.06,Matches,NewcastleUnited
Anthony Gordon, ENG,FW,23-208,4,4,336.0,3.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.8,1.5,12.0,3.0,28.0,0.27,0.0,0.27,0.27,0.27,0.18,0.23,0.41,0.18,0.41,Matches,NewcastleUnited
Alexander Isak, SWE,FW,24-364,4,4,315.0,3.5,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.4,1.4,0.4,1.8,8.0,3.0,21.0,0.29,0.29,0.57,0.29,0.57,0.4,0.13,0.53,0.4,0.53,Matches,NewcastleUnited
Joelinton, BRA,MF,28-036,4,4,315.0,3.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.5,0.5,0.0,0.6,3.0,14.0,9.0,0.29,0.0,0.29,0.29,0.29,0.15,0.01,0.16,0.15,0.16,Matches,NewcastleUnited
Valentino Livramento, ENG,DF,21-312,4,4,300.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,NewcastleUnited
Sean Longstaff, ENG,MF,26-325,4,4,271.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,NewcastleUnited
Jacob Murphy, ENG,FW,29-208,4,3,206.0,2.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,1.0,1.2,6.0,14.0,10.0,0.0,0.44,0.44,0.0,0.44,0.09,0.42,0.51,0.09,0.51,Matches,NewcastleUnited
Emil Krafth, SWE,DF,30-048,3,2,241.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.01,0.05,Matches,NewcastleUnited
Lewis Hall, ENG,DF,20-011,4,2,204.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.3,7.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,Matches,NewcastleUnited
Lloyd Kelly, ENG,DF,25-349,4,2,160.0,1.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.5,0.6,0.0,4.0,1.0,0.0,0.56,0.56,0.0,0.56,0.1,0.26,0.36,0.1,0.36,Matches,NewcastleUnited
Fabian Schär, SUI,DF,32-274,2,2,117.0,1.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.1,0.1,0.0,0.1,0.0,3.0,3.0,0.77,0.0,0.77,0.77,0.77,0.08,0.0,0.08,0.08,0.08,Matches,NewcastleUnited
