Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Team
Harvey Barnes, ENG,FW,26-285,4,1,159.0,1.8,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.2,1.2,1.2,2.3,9.0,7.0,18.0,1.13,0.57,1.7,1.13,1.7,0.66,0.67,1.33,0.66,1.33,Matches,NewcastleUnited
Sandro Tonali, ITA,MF,24-134,2,0,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.56,0.56,0.56,Matches,NewcastleUnited
Joe Willock, ENG,MF,25-030,2,0,66.0,0.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.8,7.0,4.0,9.0,0.0,1.36,1.36,0.0,1.36,0.23,0.82,1.05,0.23,1.05,Matches,NewcastleUnited
Kieran Trippier, ENG,"DF,MF",34-000,2,0,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,NewcastleUnited
Miguel Almirón, PAR,FW,30-222,2,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,NewcastleUnited
Martin Dúbravka, SVK,GK,35-248,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,NewcastleUnited
Alex Murphy, IRL,DF,20-086,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,NewcastleUnited
William Osula, DEN,FW,21-046,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,NewcastleUnited
John Ruddy, ENG,GK,37-331,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,NewcastleUnited
Matt Targett, ENG,"DF,MF",29-001,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,NewcastleUnited
Murillo, BRA,DF,22-077,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,NottinghamForest
Matz Sels, BEL,GK,32-206,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,NottinghamForest
Morgan Gibbs-White, ENG,MF,24-236,4,4,349.0,3.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.8,1.5,9.0,24.0,19.0,0.26,0.0,0.26,0.26,0.26,0.17,0.21,0.39,0.17,0.39,Matches,NottinghamForest
Ola Aina, NGA,DF,27-347,4,4,323.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,11.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,Matches,NottinghamForest
Chris Wood, NZL,FW,32-287,4,4,316.0,3.5,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.5,1.5,0.7,2.3,4.0,6.0,12.0,0.57,0.0,0.57,0.57,0.57,0.44,0.21,0.65,0.44,0.65,Matches,NottinghamForest
Neco Williams, WAL,DF,23-159,4,3,281.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.2,0.7,7.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.14,0.07,0.21,0.14,0.21,Matches,NottinghamForest
Callum Hudson-Odoi, ENG,FW,23-317,4,3,276.0,3.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.8,18.0,11.0,28.0,0.33,0.0,0.33,0.33,0.33,0.1,0.16,0.26,0.1,0.26,Matches,NottinghamForest
Nikola Milenković, SRB,DF,26-343,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.02,0.34,0.32,0.34,Matches,NottinghamForest
Anthony Elanga, SWE,FW,22-145,4,3,262.0,2.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.6,1.0,9.0,7.0,15.0,0.0,0.34,0.34,0.0,0.34,0.17,0.19,0.36,0.17,0.36,Matches,NottinghamForest
Elliot Anderson, ENG,"MF,FW",21-318,4,3,242.0,2.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,5.0,9.0,16.0,0.0,0.37,0.37,0.0,0.37,0.04,0.05,0.09,0.04,0.09,Matches,NottinghamForest
Ibrahim Sangaré, CIV,MF,26-292,3,3,212.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,Matches,NottinghamForest
Ryan Yates, ENG,MF,26-303,4,1,224.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.2,0.5,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.09,0.2,0.11,0.2,Matches,NottinghamForest
Nicolás Domínguez, ARG,"FW,MF",26-083,3,1,106.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.11,0.1,0.11,Matches,NottinghamForest
Willy Boly, CIV,DF,33-229,2,1,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,NottinghamForest
James Ward-Prowse, ENG,MF,29-323,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,NottinghamForest
Álex Moreno, ESP,DF,31-103,1,1,79.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,NottinghamForest
Danilo, BRA,MF,23-143,1,1,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,NottinghamForest
Harry Toffolo, ENG,DF,29-031,1,0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,NottinghamForest
Taiwo Awoniyi, NGA,"FW,MF",27-038,3,0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.29,Matches,NottinghamForest
Jota Silva, POR,"MF,FW",25-049,3,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,1.47,0.0,1.47,Matches,NottinghamForest
Ramón Sosa, PAR,FW,25-019,1,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.72,1.52,2.24,0.72,2.24,Matches,NottinghamForest
Morato, BRA,DF,23-081,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,NottinghamForest
Carlos Miguel, BRA,GK,25-346,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,NottinghamForest
Andrew Omobamidele, IRL,DF,22-088,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,NottinghamForest
Eric da Silva Moreira, GER,DF,18-139,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,NottinghamForest
Flynn Downes, ENG,MF,25-243,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.4,0.6,9.0,22.0,9.0,0.0,0.0,0.0,0.0,0.0,0.05,0.09,0.14,0.05,0.14,Matches,Southampton
Jan Bednarek, POL,DF,28-160,4,4,350.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Southampton
Kyle Walker-Peters, ENG,DF,27-159,4,4,350.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,21.0,25.0,14.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.06,0.05,0.06,Matches,Southampton
Jack Stephens, ENG,DF,30-236,4,4,348.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,0.2,0.0,0.3,6.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,Matches,Southampton
Ben Brereton, CHI,FW,25-154,4,4,312.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.1,0.6,9.0,6.0,28.0,0.0,0.0,0.0,0.0,0.0,0.14,0.03,0.17,0.14,0.17,Matches,Southampton
Yukinari Sugawara, JPN,DF,24-083,4,4,295.0,3.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,1.0,1.2,7.0,17.0,16.0,0.31,0.0,0.31,0.31,0.31,0.08,0.29,0.37,0.08,0.37,Matches,Southampton
Taylor Harwood-Bellis, ENG,DF,22-233,4,3,230.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,3.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Southampton
Joe Aribo, NGA,MF,28-060,3,3,225.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.7,1.2,12.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.21,0.26,0.48,0.21,0.48,Matches,Southampton
William Smallbone, IRL,MF,24-211,3,3,218.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.6,2.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.13,0.12,0.25,0.13,0.25,Matches,Southampton
Adam Armstrong, ENG,FW,27-222,3,3,205.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.1,0.9,5.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.34,0.05,0.39,0.34,0.39,Matches,Southampton
Alex McCarthy, ENG,GK,34-291,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Southampton
Aaron Ramsdale, ENG,GK,26-128,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Southampton
Cameron Archer, ENG,FW,23-060,4,1,147.0,1.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2,0.0,0.2,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.63,0.14,0.14,Matches,Southampton
Mateus Fernandes, POR,MF,20-071,3,1,140.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,4.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,Southampton
Tyler Dibling, ENG,"FW,MF",18-191,4,1,125.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,11.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.06,0.15,0.21,0.06,0.21,Matches,Southampton
Lesley Ugochukwu, FRA,MF,20-177,1,1,63.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.04,0.34,0.3,0.34,Matches,Southampton
Samuel Edozie, ENG,"DF,FW",21-235,2,0,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,6.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches,Southampton
Adam Lallana, ENG,MF,36-132,2,0,37.0,0.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,1.0,3.0,1.0,0.0,2.43,2.43,0.0,2.43,0.17,0.2,0.37,0.17,0.37,Matches,Southampton
Ross Stewart, SCO,FW,28-070,1,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Southampton
Maxwel Cornet, CIV,FW,27-358,1,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Southampton
Ryan Fraser, SCO,FW,30-208,1,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Southampton
Charlie Taylor, ENG,"DF,MF",31-001,1,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Southampton
Carlos Alcaraz, ARG,MF,21-294,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.62,0.86,1.48,0.62,1.48,Matches,Southampton
Samuel Amo-Ameyaw, ENG,DF,18-063,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.18,0.62,0.8,0.18,0.8,Matches,Southampton
James Bree, ENG,"DF,MF",26-344,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Southampton
Joe Lumley, ENG,GK,29-217,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Southampton
Nathan Wood-Gordon, ENG,DF,22-111,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Southampton
Wout Faes, BEL,DF,26-169,4,4,360.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,0.0,7.0,0.0,0.25,0.0,0.25,0.25,0.25,0.08,0.0,0.08,0.08,0.08,Matches,LeicesterCity
Mads Hermansen, DEN,GK,24-070,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,LeicesterCity
James Justin, ENG,DF,26-209,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,LeicesterCity
Harry Winks, ENG,MF,28-230,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,LeicesterCity
Victor Bernth Kristiansen, DEN,"DF,MF",21-278,4,4,354.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,7.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,LeicesterCity
Wilfred Ndidi, NGA,MF,27-278,4,4,343.0,3.8,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,1.2,1.4,2.0,12.0,14.0,0.0,0.79,0.79,0.0,0.79,0.04,0.32,0.36,0.04,0.36,Matches,LeicesterCity
Jamie Vardy, ENG,FW,37-252,4,4,328.0,3.6,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.4,1.4,0.1,1.6,2.0,6.0,16.0,0.55,0.0,0.55,0.55,0.55,0.39,0.04,0.44,0.39,0.44,Matches,LeicesterCity
Abdul Fatawu Issahaku, GHA,"FW,MF",20-195,4,3,266.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.6,9.0,8.0,16.0,0.0,0.34,0.34,0.0,0.34,0.04,0.16,0.2,0.04,0.2,Matches,LeicesterCity
Jannik Vestergaard, DEN,DF,32-047,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,LeicesterCity
Caleb Okoli, ITA,DF,23-068,2,2,179.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,LeicesterCity
Jordan Ayew, GHA,FW,33-008,3,2,177.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,3.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.12,0.03,0.14,0.12,0.14,Matches,LeicesterCity
Oliver Skipp, ENG,"MF,FW",24-003,3,2,177.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,4.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.06,0.02,0.06,Matches,LeicesterCity
Facundo Buonanotte, ARG,"MF,FW",19-271,3,2,171.0,1.9,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.8,3.0,6.0,5.0,0.53,0.53,1.05,0.53,1.05,0.09,0.32,0.41,0.09,0.41,Matches,LeicesterCity
Bobby Reid, JAM,FW,31-230,3,2,149.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,LeicesterCity
Stephy Mavididi, ENG,"FW,MF",26-111,4,1,126.0,1.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.5,5.0,3.0,7.0,0.71,0.0,0.71,0.71,0.71,0.29,0.03,0.32,0.29,0.32,Matches,LeicesterCity
Bilal El Khannouss, MAR,MF,20-132,1,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,Matches,LeicesterCity
Hamza Choudhury, ENG,MF,26-354,1,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,LeicesterCity
Kasey McAteer, IRL,"FW,MF",22-302,3,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,Matches,LeicesterCity
Boubakary Soumaré, FRA,MF,25-205,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,LeicesterCity
Conor Coady, ENG,DF,31-207,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,LeicesterCity
Thomas Cannon, IRL,FW,21-266,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,LeicesterCity
Daniel Iversen, DEN,GK,27-062,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,LeicesterCity
Benjamin Nelson, ENG,DF,20-185,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,LeicesterCity
Ricardo Pereira, POR,"DF,FW",30-349,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,LeicesterCity
Danny Ward, WAL,GK,31-089,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,LeicesterCity
Leif Davis, ENG,DF,24-251,4,4,360.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,8.0,8.0,11.0,0.0,0.25,0.25,0.0,0.25,0.02,0.06,0.07,0.02,0.07,Matches,IpswichTown
Jacob Greaves, ENG,DF,24-007,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,IpswichTown
Sam Morsy, EGY,MF,33-009,4,4,354.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.1,0.1,2.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,IpswichTown
Omari Hutchinson, ENG,"MF,FW",20-325,4,4,352.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.0,0.4,10.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,IpswichTown
Axel Tuanzebe, COD,DF,26-310,4,4,341.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,Matches,IpswichTown
Liam Delap, ENG,FW,21-224,4,4,293.0,3.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.7,6.0,1.0,8.0,0.31,0.0,0.31,0.31,0.31,0.13,0.08,0.21,0.13,0.21,Matches,IpswichTown
Arijanet Muric, KVX,GK,25-317,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,IpswichTown
Luke Woolfenden, ENG,DF,25-334,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,IpswichTown
Sammie Szmodics, IRL,"FW,MF",28-361,4,3,226.0,2.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,3.0,8.0,8.0,0.4,0.0,0.4,0.4,0.4,0.12,0.01,0.13,0.12,0.13,Matches,IpswichTown
Kalvin Phillips, ENG,MF,28-292,2,2,160.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,IpswichTown
Massimo Luongo, AUS,MF,31-360,3,2,141.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,IpswichTown
Wes Burns, WAL,FW,29-301,2,2,114.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,IpswichTown
Ben Johnson, ENG,"DF,FW",24-239,2,1,124.0,1.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.0,2.0,3.0,0.0,0.73,0.73,0.0,0.73,0.0,0.21,0.21,0.0,0.21,Matches,IpswichTown
Chiedozie Ogbene, IRL,FW,27-141,2,1,119.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,IpswichTown
Dara O'Shea, IRL,DF,25-199,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,IpswichTown
Christian Walton, ENG,GK,28-315,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,IpswichTown
Conor Chaplin, ENG,MF,27-216,4,1,75.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,IpswichTown
Marcus Harness, ENG,MF,28-208,2,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,IpswichTown
